g0310.asc,6,1,1,3585298,3585332,36
g0310.asc,8,1,1,3598584,3598590,8
g0310.asc,9,1,1,3606602,3606624,24
g0310.asc,13,1,1,3636228,3636246,20
g0310.asc,13,1,1,3636756,3636814,60
g0310.asc,19,1,1,3679162,3679212,52
