3620882,0,0,942.1,513.5,1763.0,965.2,515.6,1791.0
3620884,0,0,942.0,513.6,1763.0,964.2,515.9,1790.0
3620886,0,0,942.1,513.6,1763.0,964.2,516.0,1791.0
3620888,0,0,941.7,513.8,1762.0,964.0,516.3,1790.0
3620890,0,0,941.6,514.0,1761.0,963.2,516.4,1790.0
3620892,0,0,941.4,514.3,1761.0,962.7,516.3,1790.0
3620894,0,0,941.4,514.1,1762.0,962.7,516.2,1790.0
3620896,0,0,941.2,514.0,1762.0,962.5,516.2,1791.0
3620898,0,0,940.8,513.9,1762.0,961.7,516.2,1792.0
3620900,0,0,940.4,513.8,1763.0,961.6,516.6,1794.0
3620902,0,0,940.4,514.0,1763.0,961.7,516.5,1794.0
3620904,0,0,940.0,514.1,1763.0,961.2,517.4,1792.0
3620906,0,0,940.6,514.0,1764.0,961.1,517.2,1792.0
3620908,0,0,940.3,514.6,1764.0,960.6,517.3,1792.0
3620910,0,0,940.3,515.2,1762.0,960.4,516.9,1791.0
3620912,0,0,939.4,515.1,1762.0,959.9,516.6,1790.0
3620914,0,0,939.9,514.6,1761.0,959.6,516.6,1789.0
3620916,0,0,940.0,515.0,1761.0,959.6,516.5,1788.0
3620918,0,0,940.3,514.9,1761.0,959.9,516.6,1785.0
3620920,0,0,940.3,514.7,1761.0,959.6,516.2,1785.0
3620922,0,0,940.4,513.9,1760.0,959.3,516.1,1785.0
3620924,0,0,940.2,513.8,1760.0,958.9,516.3,1786.0
3620926,0,0,940.4,513.7,1760.0,958.8,516.0,1787.0
3620928,0,0,940.2,513.9,1759.0,958.4,516.5,1787.0
3620930,0,0,940.1,514.3,1761.0,958.3,517.0,1787.0
3620932,0,0,940.0,514.4,1761.0,957.9,516.9,1786.0
3620934,0,0,940.2,514.5,1760.0,957.9,516.8,1786.0
3620936,0,0,939.7,514.7,1761.0,957.6,517.3,1784.0
3620938,0,0,939.9,514.7,1759.0,957.7,517.5,1783.0
3620940,0,0,939.9,514.7,1759.0,957.7,517.4,1783.0
3620942,0,0,940.2,514.8,1759.0,957.9,517.3,1782.0
3620944,0,0,940.0,514.7,1759.0,957.7,517.0,1782.0
