3561734,0,0,963.1,539.9,1876.0,958.9,523.8,1830.0
3561736,0,0,963.1,539.6,1876.0,959.1,524.1,1831.0
3561738,0,0,963.1,539.7,1876.0,959.1,524.3,1831.0
3561740,0,0,962.9,539.8,1876.0,959.1,523.9,1832.0
3561742,0,0,963.4,539.9,1876.0,959.1,524.0,1832.0
3561744,0,0,963.4,540.7,1876.0,959.0,524.0,1832.0
3561746,0,0,963.4,540.4,1876.0,959.0,523.7,1832.0
3561748,0,0,963.6,540.3,1876.0,959.0,523.2,1832.0
3561750,0,0,963.3,540.1,1878.0,958.9,523.3,1833.0
3561752,0,0,963.5,539.7,1881.0,958.8,522.7,1833.0
3561754,0,0,963.5,539.9,1881.0,958.0,522.7,1833.0
3561756,0,0,963.5,538.7,1881.0,958.2,522.7,1833.0
3561758,0,0,963.4,539.0,1881.0,956.9,523.1,1833.0
3561760,0,0,962.3,539.6,1881.0,955.7,523.5,1836.0
3561762,0,0,959.2,542.3,1881.0,953.5,526.9,1836.0
3561764,0,0,955.0,548.5,1881.0,948.2,530.3,1837.0
3561766,0,0,948.8,554.3,1881.0,939.7,533.9,1842.0
3561768,0,0,938.8,558.3,1884.0,931.9,542.7,1842.0
3561770,0,0,930.7,561.7,1897.0,923.8,550.8,1838.0
3561772,0,0,924.5,563.0,1898.0,917.2,556.1,1837.0
3561774,0,0,921.0,563.6,1899.0,910.9,556.2,1838.0
3561776,0,0,917.1,563.8,1899.0,908.7,556.1,1839.0
3561778,0,0,916.0,563.1,1899.0,906.0,555.7,1841.0
3561780,0,0,913.7,562.7,1899.0,905.4,551.8,1839.0
3561782,0,0,912.5,555.4,1900.0,905.0,548.3,1839.0
3561784,0,0,912.7,553.7,1900.0,905.0,545.4,1838.0
3561786,0,0,912.7,552.1,1900.0,904.7,539.7,1838.0
3561788,0,0,913.1,549.8,1900.0,907.0,537.0,1837.0
3561790,0,0,913.3,547.4,1898.0,907.6,536.0,1838.0
3561792,0,0,913.8,547.3,1898.0,908.7,535.6,1838.0
3561794,0,0,913.9,547.3,1898.0,908.8,535.5,1839.0
3561796,0,0,914.6,547.6,1899.0,909.4,536.2,1839.0
3561798,0,0,915.0,551.5,1899.0,909.4,537.0,1839.0
3561800,0,0,915.4,550.7,1900.0,909.8,537.4,1838.0
3561802,0,0,915.4,550.1,1899.0,909.7,537.5,1839.0
3561804,0,0,915.8,551.1,1899.0,909.9,537.5,1839.0
3561806,0,0,915.6,551.1,1898.0,909.6,537.3,1841.0
3561808,0,0,915.8,550.9,1898.0,909.1,538.0,1842.0
3561810,0,0,915.6,551.7,1898.0,908.8,538.8,1841.0
3561812,0,0,915.4,551.7,1896.0,908.6,538.6,1841.0
3561814,0,0,914.7,551.6,1898.0,908.3,538.6,1841.0
3561816,0,0,914.9,551.7,1898.0,908.4,538.3,1840.0
3561818,0,0,914.8,551.3,1897.0,908.3,537.5,1840.0
3561820,0,0,914.6,551.4,1897.0,908.5,536.9,1840.0
3561822,0,0,914.2,551.6,1896.0,908.5,536.2,1840.0
3561824,0,0,913.8,551.6,1896.0,908.2,535.9,1840.0
3561826,0,0,913.8,551.5,1897.0,908.1,536.2,1840.0
3561828,0,0,913.7,550.8,1898.0,908.3,535.6,1840.0
3561830,0,0,913.3,550.7,1898.0,907.8,535.5,1841.0
3561832,0,0,913.3,550.4,1898.0,908.3,535.4,1841.0
3561834,0,0,913.0,550.9,1898.0,908.5,535.4,1841.0
3561836,0,0,913.0,550.5,1898.0,908.7,535.6,1841.0
