3656024,0,0,945.8,540.6,1848.0,981.7,549.1,1847.0
3656026,0,0,946.5,540.3,1848.0,981.6,549.1,1852.0
3656028,0,0,946.7,539.4,1848.0,981.6,548.9,1852.0
3656030,0,0,946.8,539.3,1848.0,981.7,548.3,1852.0
3656032,0,0,946.8,539.0,1849.0,981.6,547.9,1855.0
3656034,0,0,946.7,538.2,1849.0,981.9,547.5,1855.0
3656036,0,0,946.6,537.1,1852.0,982.1,546.5,1855.0
3656038,0,0,946.7,536.8,1850.0,982.7,545.6,1856.0
3656040,0,0,946.7,536.4,1851.0,982.7,544.6,1858.0
3656042,0,0,946.7,536.0,1851.0,983.4,544.5,1859.0
3656044,0,0,947.4,535.6,1850.0,983.1,544.4,1860.0
3656046,0,0,947.7,535.5,1849.0,983.4,543.9,1861.0
3656048,0,0,947.7,534.0,1848.0,983.6,543.4,1862.0
3656050,0,0,948.1,532.6,1848.0,983.5,542.6,1864.0
3656052,0,0,948.2,532.1,1848.0,983.5,541.7,1864.0
3656054,0,0,948.2,531.8,1849.0,983.6,541.2,1864.0
3656056,0,0,948.1,531.0,1849.0,983.6,540.5,1864.0
3656058,0,0,948.3,530.2,1849.0,984.3,539.8,1866.0
3656060,0,0,948.3,529.5,1849.0,984.5,539.5,1866.0
3656062,0,0,948.2,528.7,1849.0,984.7,539.2,1866.0
3656064,0,0,948.3,528.5,1849.0,984.9,538.6,1867.0
3656066,0,0,948.3,528.3,1850.0,985.0,538.4,1868.0
3656068,0,0,948.3,527.8,1851.0,984.8,538.1,1869.0
3656070,0,0,948.3,527.6,1851.0,984.7,537.8,1870.0
3656072,0,0,948.8,527.3,1848.0,984.6,537.8,1870.0
3656074,0,0,948.8,527.9,1846.0,984.7,537.6,1870.0
3656076,0,0,948.6,527.6,1846.0,984.6,537.3,1872.0
3656078,0,0,948.2,527.4,1848.0,984.6,537.4,1872.0
3656080,0,0,947.8,527.0,1848.0,985.0,536.9,1872.0
3656082,0,0,948.0,526.9,1848.0,985.2,536.5,1872.0
3656084,0,0,948.0,527.7,1849.0,985.2,536.5,1873.0
3656086,0,0,948.0,528.5,1849.0,985.3,536.9,1873.0
3656088,0,0,947.5,529.1,1850.0,985.4,536.8,1874.0
3656090,0,0,947.5,529.5,1851.0,985.5,537.1,1875.0
3656092,0,0,946.9,530.0,1852.0,985.5,537.4,1875.0
3656094,0,0,947.1,530.4,1852.0,985.7,538.2,1877.0
3656096,0,0,946.9,530.4,1851.0,985.7,538.1,1877.0
3656098,0,0,947.1,530.4,1850.0,985.7,538.1,1877.0
3656100,0,0,947.2,530.8,1850.0,985.8,538.2,1878.0
3656102,0,0,947.7,530.9,1850.0,986.1,538.4,1879.0
3656104,0,0,947.6,530.8,1850.0,986.9,538.4,1880.0
3656106,0,0,947.5,530.1,1851.0,987.0,539.1,1880.0
3656108,0,0,947.5,530.1,1854.0,987.1,539.0,1881.0
3656110,0,0,947.4,530.0,1854.0,987.2,539.0,1881.0
3656112,0,0,947.2,529.9,1855.0,987.3,540.0,1880.0
3656114,0,0,947.5,529.8,1856.0,987.4,539.6,1880.0
3656116,0,0,947.6,529.5,1856.0,987.4,539.7,1881.0
3656118,0,0,947.8,529.7,1856.0,987.5,539.6,1881.0
3656120,0,0,948.0,529.6,1853.0,987.9,539.5,1881.0
3656122,0,0,947.8,529.6,1853.0,988.4,539.5,1881.0
3656124,0,0,947.8,529.7,1853.0,988.6,539.4,1881.0
3656126,0,0,947.8,529.3,1853.0,988.6,539.0,1885.0
3656128,0,0,947.7,528.9,1853.0,988.7,539.0,1885.0
3656130,0,0,947.6,528.0,1852.0,988.8,538.9,1884.0
3656132,0,0,947.9,527.8,1852.0,988.6,538.8,1884.0
3656134,0,0,947.7,527.8,1852.0,988.7,538.7,1884.0
3656136,0,0,947.6,527.2,1852.0,988.8,538.6,1884.0
3656138,0,0,947.5,526.5,1854.0,988.8,538.7,1884.0
3656140,0,0,947.5,526.0,1855.0,988.9,538.7,1885.0
3656142,0,1,947.5,525.8,1855.0,988.9,538.4,1885.0
3656144,0,1,947.2,525.7,1855.0,989.0,538.2,1884.0
3656146,0,1,947.1,525.6,1855.0,989.0,538.9,1884.0
3656148,0,1,947.2,525.8,1855.0,989.0,538.9,1884.0
3656150,0,1,946.9,525.8,1855.0,988.9,539.1,1884.0
3656152,0,1,946.6,525.8,1855.0,988.9,539.5,1884.0
3656154,0,1,946.3,525.6,1855.0,988.5,539.1,1884.0
3656156,0,1,946.3,525.7,1853.0,988.4,539.3,1884.0
3656158,0,1,946.3,525.9,1854.0,988.3,539.2,1884.0
3656160,0,1,945.9,525.7,1852.0,988.4,538.8,1885.0
3656162,0,1,945.4,525.2,1852.0,988.2,538.1,1886.0
3656164,0,1,945.2,525.1,1852.0,988.1,538.2,1886.0
3656166,0,1,945.1,525.0,1852.0,987.7,538.1,1886.0
3656168,0,1,945.2,525.2,1852.0,987.8,538.3,1885.0
3656170,0,1,945.0,525.5,1853.0,987.6,538.3,1887.0
3656172,0,1,944.7,526.2,1853.0,987.3,537.4,1887.0
3656174,0,1,944.4,525.8,1853.0,987.5,537.6,1887.0
3656176,0,1,944.3,525.8,1853.0,987.4,538.0,1888.0
3656178,0,1,943.2,525.3,1853.0,987.2,538.0,1888.0
3656180,0,1,943.0,525.2,1853.0,987.2,538.4,1889.0
3656182,0,1,943.0,525.2,1853.0,987.0,537.9,1890.0
3656184,0,1,943.0,525.7,1853.0,987.1,537.8,1890.0
3656186,0,1,942.6,524.9,1853.0,987.0,537.4,1890.0
3656188,0,1,942.8,525.4,1852.0,986.9,537.8,1891.0
3656190,0,1,942.7,525.1,1852.0,987.0,537.8,1890.0
3656192,0,1,943.0,525.2,1852.0,987.3,537.5,1890.0
3656194,0,1,943.1,524.6,1852.0,987.7,536.5,1890.0
3656196,0,1,943.3,523.8,1852.0,988.3,536.0,1890.0
3656198,0,1,943.5,523.2,1851.0,988.2,533.5,1890.0
3656200,0,1,944.0,522.8,1852.0,988.1,532.9,1890.0
3656202,0,1,944.4,521.5,1852.0,988.3,531.7,1890.0
3656204,0,1,945.2,520.6,1852.0,988.4,531.6,1890.0
3656206,0,1,945.3,519.9,1851.0,988.5,531.1,1890.0
3656208,0,1,945.4,519.9,1851.0,989.3,530.4,1889.0
3656210,0,1,945.4,518.9,1850.0,989.7,529.7,1888.0
3656212,0,1,945.5,518.6,1851.0,989.7,529.1,1888.0
3656214,0,1,946.3,516.4,1850.0,989.7,527.8,1888.0
3656216,0,1,946.4,516.2,1850.0,989.4,527.2,1888.0
3656218,0,1,946.3,515.7,1851.0,989.1,526.2,1889.0
3656220,0,1,946.3,515.8,1850.0,989.2,526.5,1889.0
3656222,0,1,946.2,515.4,1850.0,989.2,526.1,1889.0
3656224,0,1,946.3,515.6,1850.0,989.2,525.4,1889.0
3656226,0,1,946.7,514.3,1852.0,989.0,523.6,1887.0
3656228,0,1,946.8,514.1,1852.0,988.8,522.6,1885.0
3656230,0,1,946.7,513.4,1852.0,988.8,522.3,1884.0
3656232,0,1,946.5,513.3,1852.0,988.8,522.8,1883.0
3656234,0,1,946.2,512.8,1852.0,988.9,521.8,1883.0
3656236,0,1,946.3,513.6,1852.0,989.1,522.3,1883.0
3656238,0,1,946.3,513.6,1852.0,989.2,522.4,1882.0
3656240,0,1,946.2,514.2,1852.0,989.7,522.7,1882.0
3656242,0,1,946.2,514.3,1853.0,989.8,522.9,1881.0
3656244,0,1,946.1,515.0,1853.0,989.6,523.4,1881.0
3656246,0,1,946.1,515.1,1852.0,989.6,523.3,1880.0
3656248,0,1,946.0,515.9,1852.0,989.6,524.0,1879.0
3656250,0,1,946.0,516.0,1853.0,989.6,524.1,1879.0
3656252,0,1,946.0,516.6,1854.0,989.6,524.9,1879.0
3656254,0,1,945.9,516.8,1854.0,989.5,525.2,1879.0
3656256,0,1,945.7,516.7,1853.0,990.0,526.3,1879.0
3656258,0,1,945.6,516.9,1853.0,990.3,525.7,1879.0
3656260,0,1,945.8,516.9,1853.0,990.6,526.3,1880.0
3656262,0,1,945.5,516.7,1853.0,990.6,526.1,1879.0
3656264,0,1,945.5,516.8,1852.0,990.4,526.3,1879.0
3656266,0,1,945.5,516.9,1852.0,990.3,525.9,1878.0
3656268,0,1,945.4,516.2,1852.0,990.0,525.7,1878.0
3656270,0,1,945.2,515.2,1854.0,989.8,525.0,1877.0
3656272,0,1,945.6,515.4,1854.0,989.5,524.1,1876.0
3656274,0,1,946.0,515.1,1854.0,989.2,523.7,1876.0
3656276,0,1,946.1,514.8,1855.0,988.9,523.7,1875.0
3656278,0,1,946.1,513.8,1855.0,988.7,522.6,1875.0
3656280,0,1,946.0,513.3,1856.0,988.5,521.9,1876.0
3656282,0,1,945.8,512.0,1856.0,988.3,520.9,1878.0
3656284,0,1,945.7,512.4,1858.0,988.3,520.9,1878.0
3656286,0,1,945.8,512.4,1859.0,988.1,521.0,1878.0
3656288,0,1,945.6,512.8,1859.0,987.9,521.1,1878.0
3656290,0,1,945.6,512.9,1859.0,987.9,520.8,1876.0
3656292,0,1,945.3,512.3,1860.0,987.7,520.4,1876.0
3656294,0,1,945.5,512.6,1858.0,987.8,519.8,1876.0
3656296,0,1,945.7,513.2,1859.0,987.8,520.0,1878.0
3656298,0,1,945.5,512.5,1859.0,988.2,520.0,1878.0
3656300,0,1,945.4,512.6,1859.0,988.7,520.4,1878.0
3656302,0,1,945.4,512.5,1860.0,988.2,520.1,1878.0
3656304,0,1,945.0,512.8,1860.0,988.1,520.2,1878.0
3656306,0,1,945.0,513.1,1860.0,988.3,520.2,1878.0
3656308,0,1,944.9,513.5,1859.0,988.3,520.4,1878.0
3656310,0,1,945.3,513.5,1859.0,988.3,520.3,1876.0
3656312,0,1,945.5,513.9,1859.0,988.0,520.5,1876.0
3656314,0,1,945.5,513.9,1859.0,988.0,520.4,1880.0
3656316,0,1,945.3,514.1,1858.0,987.8,520.7,1880.0
3656318,0,1,946.0,514.9,1858.0,988.9,520.6,1879.0
3656320,0,1,945.9,515.5,1858.0,989.7,520.7,1879.0
3656322,0,1,945.9,515.8,1858.0,989.7,520.7,1878.0
3656324,0,1,945.9,516.0,1858.0,989.7,521.1,1878.0
3656326,0,1,946.1,515.9,1859.0,990.0,521.2,1877.0
3656328,0,1,946.1,516.0,1859.0,990.1,521.4,1877.0
3656330,0,1,946.4,515.6,1859.0,990.6,521.4,1877.0
3656332,0,1,946.4,515.2,1859.0,990.2,521.3,1877.0
3656334,0,1,946.7,515.1,1860.0,990.2,521.1,1872.0
3656336,0,1,947.0,515.0,1860.0,989.8,520.6,1872.0
3656338,0,1,947.3,515.0,1861.0,989.9,520.6,1872.0
3656340,0,1,947.3,515.3,1861.0,990.0,520.8,1872.0
3656342,0,1,947.7,515.3,1861.0,990.3,521.0,1873.0
3656344,0,1,947.4,515.3,1859.0,990.6,523.0,1873.0
3656346,0,1,947.6,515.9,1858.0,991.0,523.3,1874.0
3656348,0,1,947.4,516.0,1860.0,991.0,523.6,1874.0
3656350,0,1,948.2,515.9,1860.0,991.5,524.0,1874.0
3656352,0,1,948.7,516.7,1859.0,992.1,524.3,1873.0
3656354,0,1,949.2,516.6,1861.0,993.0,524.4,1873.0
3656356,0,1,949.3,516.5,1861.0,993.2,524.5,1873.0
3656358,0,1,950.0,517.9,1861.0,993.9,525.4,1873.0
3656360,0,1,950.0,517.9,1860.0,993.9,525.7,1872.0
3656362,0,1,951.3,517.8,1861.0,994.3,526.0,1872.0
3656364,0,1,951.2,518.0,1862.0,994.2,526.9,1871.0
3656366,0,1,951.3,517.9,1861.0,994.4,527.0,1871.0
3656368,0,1,950.9,517.8,1861.0,994.6,527.1,1871.0
3656370,0,1,951.4,517.9,1860.0,995.3,527.6,1871.0
3656372,0,1,952.3,517.4,1858.0,994.9,527.5,1871.0
3656374,0,1,953.9,517.0,1858.0,995.6,527.7,1870.0
3656376,0,1,954.1,516.4,1858.0,995.7,527.5,1870.0
3656378,0,1,954.4,516.1,1858.0,995.7,527.4,1870.0
3656380,0,1,954.3,516.1,1852.0,995.3,527.0,1869.0
3656382,0,1,955.4,515.0,1851.0,995.0,526.8,1869.0
3656384,0,1,955.4,514.1,1851.0,994.7,526.7,1868.0
3656386,0,1,955.9,513.9,1850.0,994.7,525.7,1868.0
3656388,0,1,956.2,513.7,1850.0,993.8,524.6,1867.0
3656390,0,1,956.9,512.0,1849.0,993.9,523.4,1867.0
